"siteid","sitename","sitedescription","indigName","indigID","indigSlug"
"4138","Periman Hamlet [5MT4671]","","Ute","34257","ute-2"
"4139","Grass Mesa Village [5MT0023]","""This small mesa is a finger-like strath terrace situated between the Dolores River and its tributary, Beaver Creek. The mesa surface lies mostly between 2,080 m and 2,095 m above sea level; it represents part of the third terrace of the Dolores Riversystem and is 40-50 m above the river's present floodplain."" [McDonald et al. 1987] The mesa is capped by loess, extensively disturbed by Anasazi populations that inhabited Grass Mesa Village.","Ute","34257","ute-2"
"4140","Kin Tl'iish [5MT2336]","","Ute","34257","ute-2"
"4141","Prince Hamlet [5MT2161]","","Ute","34257","ute-2"
"4142","Windy Wheat Hamlet","","Ute","34257","ute-2"
"4143","Casa Roca [5MT2203]","","Ute","34257","ute-2"
"4144","Aldea Sierritas [5MT2854]","","Ute","34257","ute-2"
"4145","Swan Creek [39WW7]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4145","Swan Creek [39WW7]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4145","Swan Creek [39WW7]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4145","Swan Creek [39WW7]","","Arikara","34550","arikara"
"4145","Swan Creek [39WW7]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4146","Simonsen [13CK61]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4146","Simonsen [13CK61]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4146","Simonsen [13CK61]","","Yankton","34685","yankton"
"4147","Breeden [39ST16]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4147","Breeden [39ST16]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4147","Breeden [39ST16]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4147","Breeden [39ST16]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4148","Squaw Creek [14DP13]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"4148","Squaw Creek [14DP13]","","Natsilingmiutut","34451","natsilingmiutut"
"4149","Ashland Bottoms [14RY603]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4149","Ashland Bottoms [14RY603]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4149","Ashland Bottoms [14RY603]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4149","Ashland Bottoms [14RY603]","","Ka<U+00E1><U+207F>ze","33543","kaa%e2%81%bfze"
"4150","No Heart Creek [39AR2]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4150","No Heart Creek [39AR2]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4150","No Heart Creek [39AR2]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4150","No Heart Creek [39AR2]","","Arikara","34550","arikara"
"4150","No Heart Creek [39AR2]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4151","Stricker [39LM1]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4151","Stricker [39LM1]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4151","Stricker [39LM1]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4151","Stricker [39LM1]","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"4152","Farm School [39BF220]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4152","Farm School [39BF220]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4152","Farm School [39BF220]","","Yankton","34685","yankton"
"4152","Farm School [39BF220]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4152","Farm School [39BF220]","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"4153","39BR201","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4153","39BR201","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4153","39BR201","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4153","39BR201","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"4154","Edward Winslow House","","Massachuset","34601","massachuset"
"4154","Edward Winslow House","","Nauset","34287","nauset-2"
"4155","Planters Hotel","","Mikis<U+00FA>k<U+00EE>-Hitchiti","34838","mikisuki-hitchiti"
"4155","Planters Hotel","","Apalachee","34590","apalachee"
"4155","Planters Hotel","","Mobilian Jargon","32577","mobilian-jargon"
"4156","Scalp Creek [39GR1]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4156","Scalp Creek [39GR1]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4156","Scalp Creek [39GR1]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4156","Scalp Creek [39GR1]","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"4157","Robinson","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4157","Robinson","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4157","Robinson","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4157","Robinson","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4158","Edwards II [34BK44]","","[G<U+00E1>ui[d<U+00F2><U+00F1>:gy<U+00E0> (Kiowa)","34317","kiowa-2"
"4159","Goodman I [34CU1]","","[G<U+00E1>ui[d<U+00F2><U+00F1>:gy<U+00E0> (Kiowa)","34317","kiowa-2"
"4160","New Smith [34RM400]","","[G<U+00E1>ui[d<U+00F2><U+00F1>:gy<U+00E0> (Kiowa)","34317","kiowa-2"
"4161","Linville II [34RM492]","","[G<U+00E1>ui[d<U+00F2><U+00F1>:gy<U+00E0> (Kiowa)","34317","kiowa-2"
"4162","Mouse [34CU25]","","[G<U+00E1>ui[d<U+00F2><U+00F1>:gy<U+00E0> (Kiowa)","34317","kiowa-2"
"4163","Sanford Ruin [41HC3]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4164","Pickett Ruin [A-116]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4165","Conner [41HC7]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4170","McCormick Local Fauna [Palo Duro Bison Locality]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4172","Hudson-Meng [25SX115]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4172","Hudson-Meng [25SX115]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4172","Hudson-Meng [25SX115]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4172","Hudson-Meng [25SX115]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4176","LaPaloma Ranch","","Coahuilteco","34615","coahuilteco"
"4176","LaPaloma Ranch","","Lipan Apache","34571","lipan"
"4177","Toyah Mammoth","","Jumanos","34782","jumanos-2"
"4177","Toyah Mammoth","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"4178","Dye Creek","","Wichita","34664","wichita-2"
"4179","Kassler Quad Mammoth","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4179","Kassler Quad Mammoth","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4179","Kassler Quad Mammoth","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4179","Kassler Quad Mammoth","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4179","Kassler Quad Mammoth","","Ute","34257","ute-2"
"4180","Bartow","","[G<U+00E1>ui[d<U+00F2><U+00F1>:gy<U+00E0> (Kiowa)","34317","kiowa-2"
"4181","Sun River Canyon","","Ktunaxa","34430","ktunaxa-2"
"4181","Sun River Canyon","","Blackfoot","34281","blackfoot"
"4181","Sun River Canyon","","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"4182","Manhattan","","Crow","34566","crow"
"4182","Manhattan","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4182","Manhattan","","Blackfoot","34281","blackfoot"
"4183","Stein Ranch [24PA506]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4183","Stein Ranch [24PA506]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4183","Stein Ranch [24PA506]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4183","Stein Ranch [24PA506]","","Crow","34566","crow"
"4183","Stein Ranch [24PA506]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4184","Lindsay Mammoth Kill [24DW559]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4184","Lindsay Mammoth Kill [24DW559]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4184","Lindsay Mammoth Kill [24DW559]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4184","Lindsay Mammoth Kill [24DW559]","","Crow","34566","crow"
"4184","Lindsay Mammoth Kill [24DW559]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4184","Lindsay Mammoth Kill [24DW559]","","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"4184","Lindsay Mammoth Kill [24DW559]","","Michif","33119","michif"
"4185","Dolores Muskox","","Ute","34257","ute-2"
"4186","24GL302","","Ktunaxa","34430","ktunaxa-2"
"4186","24GL302","","Blackfoot","34281","blackfoot"
"4186","24GL302","","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"4186","24GL302","","Michif","33119","michif"
"4187","Dutton Ranch No. 6 [MV6618]","","Blackfoot","34281","blackfoot"
"4188","Dutton Ranch No. 4 [MV6616]","","Blackfoot","34281","blackfoot"
"4189","Flint Creek no. 7 [MV6605]","","Ktunaxa","34430","ktunaxa-2"
"4189","Flint Creek no. 7 [MV6605]","","Blackfoot","34281","blackfoot"
"4190","Drummond No. 1 [MV6510]","","Salish","34508","flathead"
"4190","Drummond No. 1 [MV6510]","","Ktunaxa","34430","ktunaxa-2"
"4190","Drummond No. 1 [MV6510]","","Blackfoot","34281","blackfoot"
"4191","Flint Creek No. 14 [KU-MT-61]","","Salish","34508","flathead"
"4191","Flint Creek No. 14 [KU-MT-61]","","Ktunaxa","34430","ktunaxa-2"
"4191","Flint Creek No. 14 [KU-MT-61]","","Blackfoot","34281","blackfoot"
"4192","Dutton Ranch No. 8 [Mv-6626]","","Blackfoot","34281","blackfoot"
"4193","Dutton Ranch No. 3 [MV6615]","","Blackfoot","34281","blackfoot"
"4194","Garden Gulch No. 1 [MV6602]","","Ktunaxa","34430","ktunaxa-2"
"4194","Garden Gulch No. 1 [MV6602]","","Blackfoot","34281","blackfoot"
"4195","Carter Creek No. 1 [MV6601]","","Blackfoot","34281","blackfoot"
"4196","Bert Creek No. 9 [MV6555]","","Ktunaxa","34430","ktunaxa-2"
"4196","Bert Creek No. 9 [MV6555]","","Blackfoot","34281","blackfoot"
"4197","Long House","","Ute","34257","ute-2"
"4198","Big Juniper House [1595]","","Ute","34257","ute-2"
"4199","Mug House","","Ute","34257","ute-2"
"4200","Biesterfeldt","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4200","Biesterfeldt","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4200","Biesterfeldt","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4200","Biesterfeldt","","Yanktonai","34243","yanktonai"
"4201","Badger House [1453]","","Ute","34257","ute-2"
"4202","Wetherill Mesa Site 1676","","Ute","34257","ute-2"
"4203","Wetherill Mesa Site 1644","","Ute","34257","ute-2"
"4204","Mesa Verde Site 875","","Ute","34257","ute-2"
"4205","Mesa Verde Site 499","","Ute","34257","ute-2"
"4206","Mesa Verde Site 866","","Ute","34257","ute-2"
"4207","Scottsbluff Bison Quarry","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4207","Scottsbluff Bison Quarry","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4207","Scottsbluff Bison Quarry","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4207","Scottsbluff Bison Quarry","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4207","Scottsbluff Bison Quarry","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"4208","101 Ranch","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"4209","Wiggins Ranch","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"4210","Tesequite Canyon","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"4211","Fowlkes Cave","","Jumanos","34782","jumanos-2"
"4211","Fowlkes Cave","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"4212","Pretty Head [39LM232]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4212","Pretty Head [39LM232]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4212","Pretty Head [39LM232]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4212","Pretty Head [39LM232]","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"4213","Scorpion Cave [41ME7]","","Lipan Apache","34571","lipan"
"4214","Gilbert [41RA13]","","Tonkawa","34568","tonkawa"
"4215","Jetta Court [41TV151]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4215","Jetta Court [41TV151]","","Tonkawa","34568","tonkawa"
"4216","Greenhaw [41HY29]","","Tonkawa","34568","tonkawa"
"4217","41NU102","","Karankawa","34811","karankawa"
"4217","41NU102","","Coahuilteco","34615","coahuilteco"
"4217","41NU102","","Lipan Apache","34571","lipan"
"4218","41NU103","","Karankawa","34811","karankawa"
"4218","41NU103","","Coahuilteco","34615","coahuilteco"
"4218","41NU103","","Lipan Apache","34571","lipan"
"4219","Quitaque Creek","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4220","Thomas F. McKinney Homestead [41TV289]","","Tonkawa","34568","tonkawa"
"4221","Bear Creek Shelter [41HI17]","","Wichita","34664","wichita-2"
"4222","McKinzie [41NU221]","","Karankawa","34811","karankawa"
"4222","McKinzie [41NU221]","","Coahuilteco","34615","coahuilteco"
"4222","McKinzie [41NU221]","","Lipan Apache","34571","lipan"
"4223","Cleaver [41BO15]","","Karankawa","34811","karankawa"
"4224","Copperhead [41BO13]","","Karankawa","34811","karankawa"
"4225","Swan Lake [41AS16]","","Karankawa","34811","karankawa"
"4225","Swan Lake [41AS16]","","Coahuilteco","34615","coahuilteco"
"4225","Swan Lake [41AS16]","","Lipan Apache","34571","lipan"
"4226","Finis Frost [41SS20]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4227","Winnie's Mound [41BU17]","","Tonkawa","34568","tonkawa"
"4228","Devil's Hollow [41TV38]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4228","Devil's Hollow [41TV38]","","Tonkawa","34568","tonkawa"
"4229","Holdsworth [41ZV14]","","Lipan Apache","34571","lipan"
"4230","Big Rock Shelter [41HE1]","","Tonkawa","34568","tonkawa"
"4231","Monk's Cave [41RK84]","","Caddo","34456","caddo-2"
"4231","Monk's Cave [41RK84]","","Mobilian Jargon","32577","mobilian-jargon"
"4232","Shanklin [41WH8]","","Karankawa","34811","karankawa"
"4233","Woodland Cave","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4233","Woodland Cave","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4233","Woodland Cave","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4233","Woodland Cave","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4233","Woodland Cave","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"4234","Fire Cave","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4234","Fire Cave","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4234","Fire Cave","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4234","Fire Cave","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4234","Fire Cave","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"4235","Ogontz Bay [USFS328]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4235","Ogontz Bay [USFS328]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4235","Ogontz Bay [USFS328]","","Menominee","34797","menominee-2"
"4235","Ogontz Bay [USFS328]","","Odawa","33840","odawa-2"
"4236","Two Teeth [39BF204]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4236","Two Teeth [39BF204]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4236","Two Teeth [39BF204]","","Yankton","34685","yankton"
"4236","Two Teeth [39BF204]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4236","Two Teeth [39BF204]","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"4237","Mangus [24CB221]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4237","Mangus [24CB221]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4237","Mangus [24CB221]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4237","Mangus [24CB221]","","Crow","34566","crow"
"4237","Mangus [24CB221]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4238","Sorenson [24CB202]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4238","Sorenson [24CB202]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4238","Sorenson [24CB202]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4238","Sorenson [24CB202]","","Crow","34566","crow"
"4238","Sorenson [24CB202]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4239","Ash Coulee","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4239","Ash Coulee","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4239","Ash Coulee","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4239","Ash Coulee","","Crow","34566","crow"
"4239","Ash Coulee","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4239","Ash Coulee","","Michif","33119","michif"
"4240","KUVP Symbos Locality 58013","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4240","KUVP Symbos Locality 58013","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4240","KUVP Symbos Locality 58013","","<U+00D1><U+00FA>t<U+2019>achi ich<U+2019><U+00E9> (Missouri)","34646","missouri"
"4240","KUVP Symbos Locality 58013","","Ka<U+00E1><U+207F>ze","33543","kaa%e2%81%bfze"
"4241","KUVP Symbos Locality 54004","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4241","KUVP Symbos Locality 54004","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4241","KUVP Symbos Locality 54004","","<U+00D1><U+00FA>t<U+2019>achi ich<U+2019><U+00E9> (Missouri)","34646","missouri"
"4241","KUVP Symbos Locality 54004","","Ka<U+00E1><U+207F>ze","33543","kaa%e2%81%bfze"
"4242","AMNH Symbos Locality 12669","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4242","AMNH Symbos Locality 12669","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4242","AMNH Symbos Locality 12669","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4242","AMNH Symbos Locality 12669","","Pawnee","34204","pawnee-2"
"4242","AMNH Symbos Locality 12669","","Ka<U+00E1><U+207F>ze","33543","kaa%e2%81%bfze"
"4243","Bottleneck Cave [48BH206]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"4243","Bottleneck Cave [48BH206]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"4243","Bottleneck Cave [48BH206]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"4243","Bottleneck Cave [48BH206]","","Crow","34566","crow"
"4243","Bottleneck Cave [48BH206]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"4244","Lake Lewisville","","Wichita","34664","wichita-2"
"4245","Lewisville 1978-1980","","Wichita","34664","wichita-2"
"4246","Laubach Cave No. 5 [Inner Space Cavern]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4246","Laubach Cave No. 5 [Inner Space Cavern]","","Tonkawa","34568","tonkawa"
"4247","Laubach Cave No. 4 [Inner Space Cavern]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4247","Laubach Cave No. 4 [Inner Space Cavern]","","Tonkawa","34568","tonkawa"
"4248","Laubach Cave No. 3 [Inner Space Cavern] [41343]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4248","Laubach Cave No. 3 [Inner Space Cavern] [41343]","","Tonkawa","34568","tonkawa"
"4249","Laubach Cave No. 2 [Inner Space Cavern] [40722]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4249","Laubach Cave No. 2 [Inner Space Cavern] [40722]","","Tonkawa","34568","tonkawa"
"4250","Laubach Cave No. 1 [Inner Space Cavern] [40673]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4250","Laubach Cave No. 1 [Inner Space Cavern] [40673]","","Tonkawa","34568","tonkawa"
"4251","Fern Cave","","Jumanos","34782","jumanos-2"
"4252","Clamp Cave","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4253","Centipede Cave [41VV191]","","Jumanos","34782","jumanos-2"
"4254","Damp Cave [41VV189]","","Jumanos","34782","jumanos-2"
"4255","Zesch Cave","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"4256","Salt Creek [34]","","Jumanos","34782","jumanos-2"
"4256","Salt Creek [34]","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
