FILINGPERIODNAME,REPORTTYPECODE,REPORTNAME,REGISTRANTTYPE,DATEFILED,AMENDEDDATE,COMMITTEE ID,REGISTRANTNAME,ELECTIONYEAR,BRANCH,FILINGYEAR,EXTENSION,COMMENTFLAG,ATTACHMENT,VIEWREPORTTYPE,CREATEDDATE,
September Report 2020,EB2,Committee Report,PAC,9/15/2020,,0501690,Aggregate Producers of Wisconsin Political Action Committee,,,2020,,False,,1,2020-01-15T13:33:55.290,
September Report 2020,EB10,Conduit Report,Conduit,9/15/2020,,0900005,WEC Energy Group PCA ,,,2020,,False,,1,2018-06-28T14:28:55.627,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/15/2020,,0900182,Baycare Clinic Conduit ,,,2020,,False,,1,2020-09-15T13:32:53.243,
September Report 2020,EB2,Committee Report,PAC,9/15/2020,5/6/2021,0500217,UAW WI State PAC,,,2020,,False,,1,2020-07-08T08:54:53.997,
September Report 2020,EB2,Committee Report,State Candidate,9/15/2020,,0105696,Feyen for Senate,,State Senate  District No. 18,2020,,False,,1,2020-01-13T09:19:02.500,
September Report 2020,EB2,Committee Report,Political Party,9/15/2020,,0300103,Manitowoc Co Democratic Party,,,2020,,False,,1,2020-07-06T12:57:11.463,
September Report 2020,EB2,Committee Report,PAC,9/15/2020,,0501673,Friends of Wisconsin Agri-Business,,,2020,,False,,1,2020-07-02T07:30:51.267,
September Report 2020,EB2,Committee Report,Political Party,9/15/2020,,0300311,7th Congressional District Democratic Party,,,2020,,False,,1,2019-07-08T22:29:04.813,
September Report 2020,EB2,Committee Report,Political Party,9/15/2020,1/3/2023,0300016,Democratic Party of Brown County,,,2020,,False,,1,2020-07-14T14:27:36.847,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,,0106278,LaFave for Liberty,,State Assembly  District No. 85,2020,,False,,1,2020-05-01T13:38:10.120,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,10/25/2020,0106225,The Time is Now to Elect Scott Soik,,State Assembly  District No. 71,2020,,False,,1,2020-04-10T13:49:11.677,
September Report 2020,EB10,Conduit Report,Conduit,9/16/2020,,0900243,The Reinhart Progress Fund ,,,2020,,False,,1,2019-12-20T08:43:34.597,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,5/8/2021,0106008,Winker for Wisconsin,,State Assembly  District No. 38,2020,,False,,1,2020-01-02T19:28:23.257,
September Report 2020,EB10,Conduit Report,Conduit,9/16/2020,,0900184,Thrivent Financial Direct Participation Fund ,,,2020,,False,,1,2019-09-18T14:34:24.720,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/16/2020,,0900111,WI Academy of Family Phys LIF ,,,2020,,False,,1,2015-01-31T08:14:01.900,
September Report 2020,EB2A,Committee Report - No Activity,PAC,9/16/2020,,0501613,WIFamMedPAC,,,2020,,False,,1,2019-10-22T15:57:07.580,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,9/17/2020,0105193,Riemer for Assembly,,State Assembly  District No. 07,2020,,False,,1,2020-07-13T12:25:30.093,
September Report 2020,EB2,Committee Report,PAC,9/16/2020,,0501709,Friends of Public Power PAC,,,2020,,False,,1,2020-01-03T13:10:52.167,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,2/15/2021,0106222,Tucker Gretebeck for Assembly,,State Assembly  District No. 96,2020,,False,,0,2020-07-30T11:19:43,
September Report 2020,EB2,Committee Report,PAC,9/16/2020,,0501170,WEAC Region 5 PAC,,,2020,,False,,1,2020-07-15T22:46:40.617,
September Report 2020,EB2,Committee Report,Political Party,9/16/2020,,0300155,Bayfield County Republican Party,,,2020,,False,,1,2020-07-06T14:54:50.190,
September Report 2020,EB2,Committee Report,PAC,9/16/2020,,0500529,Wisconsin Beer Distributors PAC,,,2020,,False,,1,2019-10-02T15:21:18.867,
September Report 2020,EB2,Committee Report,PAC,9/16/2020,,0501705,Drink Local Wisconsin,,,2020,,False,,1,2020-01-15T12:13:02.237,
September Report 2020,EB10,Conduit Report,Conduit,9/16/2020,,0900083,WI Beer Distributors Conduit ,,,2020,,False,,1,2019-10-02T15:34:54.293,
September Report 2020,EB2A,Committee Report - No Activity,Recall,9/16/2020,,0600032,Recall Josh Kaul,,,2020,,False,,0,2020-08-26T06:11:21.217,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,,0103549,Jon Erpenbach Senate Committee,,State Senate  District No. 27,2020,,False,,1,2020-01-13T20:25:36.260,
September Report 2020,EB2,Committee Report,PAC,9/16/2020,9/16/2020,0501732,Bell Ambulance  Inc. Employees PAC,,,2020,,False,,1,2020-01-15T08:44:49.147,
September Report 2020,EB2,Committee Report,PAC,9/16/2020,,0500218,WI Truck Operators (W-TON),,,2020,,False,,1,2020-01-14T14:53:54.773,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/16/2020,,0900070,Truckers for WI Fund ,,,2020,,False,,1,2015-02-02T13:15:50.823,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,,0106220,Marsha For Assembly,,State Assembly  District No. 76,2020,,False,,0,2020-04-08T15:39:37.117,
September Report 2020,EB2,Committee Report,State Candidate,9/16/2020,,0105254,Friends of Mary,,State Senate  District No. 12,2020,,False,,1,2020-04-05T16:31:01.590,
September Report 2020,EB10,Conduit Report,Conduit,9/17/2020,,0900202,WI Friends of Charter Communications ,,,2020,,False,,1,2020-05-22T14:12:33.687,
September Report 2020,EB10,Conduit Report,Conduit,9/17/2020,,0900129,Foley & Lardner Conduit ,,,2020,,False,,1,2019-01-04T13:45:16.330,
September Report 2020,EB2,Committee Report,PAC,9/17/2020,,0500206,WRA WI Restaurant Assn PAC,,,2020,,False,,1,2020-07-06T08:59:25.100,
September Report 2020,EB10,Conduit Report,Conduit,9/17/2020,9/28/2020,0900010,Realtors Direct Giver Program ,,,2020,,True,,1,2018-02-08T10:28:05.977,
September Report 2020,EB2,Committee Report,PAC,9/17/2020,,0500146,REALTORS Political Action Committee - Wisconsin,,,2020,,False,,1,2020-02-06T10:00:03.050,
September Report 2020,EB2A,Committee Report - No Activity,PAC,9/17/2020,,0500221,WI Petroleum Mrktrs & C-Store Assoc. PAC,,,2020,,False,,1,2020-08-03T12:08:04.837,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/17/2020,,0900057,WI Petroleum Mrktrs & C-Store Assoc. Conduit ,,,2020,,False,,1,2019-11-13T15:16:18.173,
September Report 2020,EB2,Committee Report,State Candidate,9/17/2020,,0104355,Mursau for Assembly,,State Assembly  District No. 36,2020,,False,,1,2020-05-28T22:07:47.157,
September Report 2020,EB2,Committee Report,State Candidate,9/17/2020,4/12/2021,0106285,Friends of Francesca Hong,,State Assembly  District No. 76,2020,,False,,1,2020-06-27T15:48:44.413,
September Report 2020,EB2,Committee Report,Political Party,9/17/2020,,0300062,Dunn County Democratic Party,,,2020,,False,,1,2020-01-18T12:07:17.717,
September Report 2020,EB2,Committee Report,PAC,9/17/2020,,0501626,Charter Communications  Inc. Wisconsin Political Action Committee,,,2020,,False,,1,2020-01-09T09:20:25.417,
September Report 2020,EB2,Committee Report,PAC,9/17/2020,,0500515,Wisconsin Veterinary Medical Association Political Action Committee,,,2020,,False,,1,2020-08-04T14:10:08.647,
September Report 2020,EB2A,Committee Report - No Activity,Independent Expenditure Committee,9/17/2020,,1100090,Wisconsin First Political Fund,,,2020,,False,,1,2017-01-11T10:15:08.877,
September Report 2020,EB2,Committee Report,PAC,9/17/2020,,0500334,WI Grocers Assn PAC,,,2020,,False,,1,2020-09-17T13:36:53.083,
September Report 2020,EB2,Committee Report,State Candidate,9/17/2020,1/11/2021,0105446,Kulp For Assembly,,State Assembly  District No. 69,2020,,False,,1,2020-07-13T16:16:10.010,
September Report 2020,EB2,Committee Report,PAC,9/17/2020,,0501320,Water Quality Assn of WI PAC,,,2020,,False,,1,2020-01-11T12:46:27.920,
September Report 2020,EB10,Conduit Report,Conduit,9/17/2020,,0900012,WI Grocers Pol Support Program ,,,2020,,False,,1,2020-09-17T13:57:46.790,
September Report 2020,EB2,Committee Report,State Candidate,9/17/2020,,0106297,TGustina for WI District 45,,State Assembly  District No. 45,2020,,False,,1,2020-06-30T12:34:44.640,
September Report 2020,EB2,Committee Report,Political Party,9/17/2020,,0300165,Republican Party of Manitowoc County,,,2020,,False,,1,2020-06-01T14:24:57.817,
September Report 2020,EB2,Committee Report,State Candidate,9/17/2020,,0105998,DanSchierlForAssembly55,,State Assembly  District No. 55,2020,,False,,1,2020-04-28T10:13:04.547,
September Report 2020,EB2,Committee Report,State Candidate,9/17/2020,,0106167,Friends of Orlando Owens  LLC,,State Assembly  District No. 11,2020,,False,,1,2019-12-28T23:17:23.277,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/17/2020,9/12/2021,0105651,Opper for DA,,Waukesha County District Attorney,2020,,False,,1,2020-04-14T19:39:36.453,
September Report 2020,EB2A,Committee Report - No Activity,PAC,9/17/2020,,0500892,WI Sierra Club Education Committee,,,2020,,False,,1,2019-10-18T19:29:06.450,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0106208,Miller For Wisconsin,,State Assembly  District No. 69,2020,,False,,0,2020-03-23T14:30:27.537,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0103686,Friends of Jerry Petrowski,,State Senate  District No. 29,2020,,False,,1,2020-07-13T18:52:54.500,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/18/2020,,0900080,Prof Fire Fighters of WI ,,,2020,,False,,1,2017-07-01T17:38:26.877,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,10/30/2020,0106177,Friends of Aisha Moe,,State Senate  District No. 26,2020,,False,,0,2020-08-24T13:57:28.693,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,8/27/2021,0106187,Andrew McKinney for Senate,,State Senate  District No. 16,2020,,False,,1,2020-03-20T12:04:14.333,
Fall Pre-Election 2020,EB2,Committee Report,State Candidate,9/18/2020,,0106208,Miller For Wisconsin,2020,State Assembly  District No. 69,2020,,False,,0,2020-03-23T14:30:27.537,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,10/6/2022,0500063,Fire Fighters Local 311 FirePac,,,2020,,False,,1,2020-03-30T10:19:06.033,
September Report 2020,EB10,Conduit Report,Conduit,9/18/2020,,0900021,WISmed DIRECT ,,,2020,,False,,1,2019-01-11T16:24:53.753,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,,0500202,WI Medical PAC,,,2020,,False,,1,2020-01-07T17:18:29.993,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0106253,Abie for Assembly,,State Assembly  District No. 17,2020,,False,,1,2020-04-21T23:00:58.450,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,,0501729,Commercial Real Estate of Wisconsin Political Action Committee,,,2020,,False,,1,2018-09-27T09:00:02.647,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,,0500894,Plumbers and Steamfitters 11 PAC WI,,,2020,,False,,1,2020-06-04T14:53:12.703,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,,0500690,Intl Bro Locomotive Engineers,,,2020,,False,,1,2020-01-08T10:43:29.527,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/18/2020,,0900283,Democracy Found Action Conduit ,,,2020,,False,,1,2020-02-25T10:39:09.207,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0106212,Monica Hall for Jefferson,,Jefferson County District Attorney,2020,,False,,1,2020-03-23T07:15:03.600,
September Report 2020,EB10,Conduit Report,Conduit,9/18/2020,,0900128,Madison Gas and Electric Company Conduit ,,,2020,,False,,1,2018-07-11T09:21:46.750,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0106232,Beth Drew for Assembly,,State Assembly  District No. 43,2020,,False,,1,2020-04-14T13:09:43.027,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,9/14/2021,0500787,D R I V E - Democrat Republican Independent Voter Education,,,2020,,False,,1,2020-01-15T14:02:20.643,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0102942,Friends of Mark Miller,,State Senate  District No. 16,2020,,False,,1,2020-01-11T13:02:23.577,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0104878,Citizens for Jeremy Thiesfeldt,,State Assembly  District No. 52,2020,,False,,1,2020-04-16T12:24:00.307,
September Report 2020,EB2,Committee Report,Political Party,9/18/2020,,0300100,Lincoln Co Democratic Party,,,2020,,False,,1,2019-10-20T10:27:24.900,
September Report 2020,EB2,Committee Report,State Candidate,9/18/2020,,0106323,Dewey Bredeson for State Assembly,,State Assembly  District No. 76,2020,,False,,0,2020-06-11T12:34:02.837,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,,0500576,WEAC Region 2 PAC,,,2020,,False,,1,2020-01-13T16:16:34.720,
September Report 2020,EB2,Committee Report,Political Party,9/18/2020,9/20/2020,0300034,Democratic Party of Columbia County,,,2020,,False,,1,2020-09-09T17:31:31.737,
September Report 2020,EB2A,Committee Report - No Activity,PAC,9/18/2020,,0501739,Professional Insurance Agents PAC,,,2020,,False,,1,2020-01-10T14:04:21.693,
September Report 2020,EB2,Committee Report,PAC,9/18/2020,,0501402,Corn PAC,,,2020,,False,,1,2020-01-20T18:58:29.590,
September Report 2020,EB2,Committee Report,Political Party,9/19/2020,,0300278,Vilas County Democratic Party,,,2020,,False,,1,2020-07-04T10:07:34.273,
September Report 2020,EB2,Committee Report,State Candidate,9/19/2020,,0104883,Taxpayers for Kapenga,,State Senate  District No. 33,2020,,False,,1,2020-01-16T11:27:40.673,
September Report 2020,EB2,Committee Report,State Candidate,9/19/2020,,0106218,DuWayne Severson Moving Forward,,State Assembly  District No. 44,2020,,False,,0,2020-04-22T08:25:04.403,
September Report 2020,EB2,Committee Report,State Candidate,9/19/2020,,0106176,Friends of Neil Kline,,State Assembly  District No. 29,2020,,False,,1,2020-01-17T09:12:03.720,
September Report 2020,EB2,Committee Report,Political Party,9/19/2020,,0300019,Burnett Co Democratic Party,,,2020,,False,,1,2020-01-05T05:53:48.683,
September Report 2020,EB10,Conduit Report,Conduit,9/19/2020,,0900035,Citizens for Cable ,,,2020,,False,,1,2018-08-16T10:47:04.827,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/19/2020,,0105756,Zeke Wiedenfeld for District Attorney,,Walworth County District Attorney,2020,,False,,1,2020-06-10T21:19:47.003,
September Report 2020,EB2,Committee Report,State Candidate,9/19/2020,4/25/2021,0106294,Baldus Works For You 2020,,State Assembly  District No. 70,2020,,False,,1,2020-05-14T01:49:09.720,
September Report 2020,EB2,Committee Report,State Candidate,9/19/2020,,0106206,Leusink For District Attorney,,Waushara County District Attorney,2020,,False,,1,2020-03-13T18:50:58.440,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/20/2020,,0106227,David Meany for Ashland District Attorney,,Ashland County District Attorney,2020,,False,,1,2020-04-12T20:16:56.307,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0105931,Calabrese For Assembly,,State Assembly  District No. 29,2020,,False,,1,2020-01-12T10:31:14.143,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0105009,Friends of Mike Kuglitsch,,State Assembly  District No. 84,2020,,False,,1,2020-04-14T12:39:06.960,
September Report 2020,EB2,Committee Report,Political Party,9/20/2020,,0300063,Republican Party of Dunn County,,,2020,,False,,1,2019-10-08T15:27:30.053,
September Report 2020,EB2,Committee Report,Political Party,9/20/2020,9/14/2021,0300239,Winnebago County Democratic Party,,,2020,,False,,1,2020-01-06T15:25:38.300,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,10/25/2020,0106147,Wojciechowski for Wisconsin,,State Senate  District No. 18,2020,,True,,1,2020-06-05T14:42:55.707,
September Report 2020,EB10,Conduit Report,Conduit,9/20/2020,,0900140,Michael Best & Friedrich Cond ,,,2020,,False,,1,2020-07-14T08:00:47.440,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/20/2020,,0106230,Brian Juech for DA,,Marquette County District Attorney,2020,,False,,1,2020-04-12T15:46:24.460,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0100789,Cowles for Senate,,State Senate  District No. 02,2020,,False,,1,2020-03-12T11:58:46.237,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,9/21/2021,0103840,Friends of Sondy Pope-Roberts,,State Assembly  District No. 80,2020,,False,,1,2020-04-27T16:43:30.410,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0106141,Friends of Elizabeth Lochner-Abel,,State Assembly  District No. 31,2020,,False,,0,2020-09-20T14:13:16.983,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,9/21/2020,0103835,Friends of Dave Hansen,,State Senate  District No. 30,2020,,False,,1,2020-01-14T14:55:11.947,
September Report 2020,EB2,Committee Report,Political Party,9/20/2020,9/22/2021,0300157,Republican Party - Dane County,,,2020,,True,,1,2020-07-15T09:37:02.243,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0106154,Friends of Curtis Cook II,,State Assembly  District No. 11,2020,,False,,1,2020-04-23T06:11:12.630,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,11/3/2020,0106242,Charlie91 Campaign Committee,,State Assembly  District No. 91,2020,,False,,0,2020-05-18T13:13:22.820,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0104141,Krug for Assembly,,State Assembly  District No. 72,2020,,False,,1,2020-05-28T14:07:57.237,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/20/2020,,0105174,Citizens for District Attorney Klomberg,,Dodge County District Attorney,2020,,False,,1,2020-07-11T11:22:30.820,
September Report 2020,EB2A,Committee Report - No Activity,Political Party,9/20/2020,,0300024,Chippewa County Republican Party,,,2020,,False,,1,2020-01-13T11:06:35.387,
September Report 2020,EB2,Committee Report,PAC,9/20/2020,,0501217,WI League/Conservation Voters Political Action Committee,,,2020,,False,,1,2020-07-24T12:51:11.793,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0106062,Kiley for Assembly,,State Assembly  District No. 02,2020,,False,,1,2019-09-26T13:06:41.387,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0106237,Pete Kohlhoff for Assembly,,State Assembly  District No. 54,2020,,False,,0,2020-04-14T09:24:56.390,
September Report 2020,EB2,Committee Report,State Candidate,9/20/2020,,0105189,Born For Assembly,,State Assembly  District No. 39,2020,,False,,1,2020-04-15T19:06:35.240,
September Report 2020,EB2,Committee Report,Independent Expenditure Committee,9/20/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,,,2020,,False,,1,2020-07-23T22:09:09.580,
